position,temperature,humidity,moisture,time,createdAt,updatedAt,__v
Malabe,30.2,74,400,2025-04-12 07:44:37.883,2025-04-12 07:44:37.884,2025-04-12 07:44:37.884,0
Malabe,29.8,75,400,2025-04-12 07:49:41.705,2025-04-12 07:49:41.706,2025-04-12 07:49:41.706,0
Malabe,30.2,74,383,2025-04-12 07:54:45.381,2025-04-12 07:54:45.381,2025-04-12 07:54:45.381,0
Malabe,30.2,74,357,2025-04-12 07:59:49.180,2025-04-12 07:59:49.180,2025-04-12 07:59:49.180,0
Malabe,29.8,73,382,2025-04-12 08:04:52.742,2025-04-12 08:04:52.742,2025-04-12 08:04:52.742,0
Malabe,30.0,74,399,2025-04-12 08:09:56.366,2025-04-12 08:09:56.366,2025-04-12 08:09:56.366,0
Malabe,29.8,76,404,2025-04-12 08:14:59.865,2025-04-12 08:14:59.865,2025-04-12 08:14:59.865,0
Malabe,29.8,78,395,2025-04-12 08:20:03.494,2025-04-12 08:20:03.494,2025-04-12 08:20:03.494,0
Malabe,29.8,77,368,2025-04-12 08:25:07.106,2025-04-12 08:25:07.107,2025-04-12 08:25:07.107,0
Malabe,30.2,75,363,2025-04-12 08:30:10.740,2025-04-12 08:30:10.740,2025-04-12 08:30:10.740,0
Malabe,29.8,77,381,2025-04-12 08:35:14.225,2025-04-12 08:35:14.225,2025-04-12 08:35:14.225,0
Malabe,29.8,78,353,2025-04-12 08:40:21.186,2025-04-12 08:40:21.202,2025-04-12 08:40:21.202,0
Malabe,29.8,77,358,2025-04-12 08:45:29.435,2025-04-12 08:45:29.439,2025-04-12 08:45:29.439,0
Malabe,29.8,77,369,2025-04-12 08:50:33.956,2025-04-12 08:50:33.957,2025-04-12 08:50:33.957,0
Malabe,30.2,75,384,2025-04-12 08:55:38.980,2025-04-12 08:55:38.980,2025-04-12 08:55:38.980,0
Malabe,29.8,77,398,2025-04-12 09:00:42.664,2025-04-12 09:00:42.665,2025-04-12 09:00:42.665,0
Malabe,29.8,78,377,2025-04-12 09:05:46.281,2025-04-12 09:05:46.281,2025-04-12 09:05:46.281,0
Malabe,30.2,74,397,2025-04-12 09:10:49.824,2025-04-12 09:10:49.825,2025-04-12 09:10:49.825,0
Malabe,30.2,74,357,2025-04-12 09:15:53.293,2025-04-12 09:15:53.293,2025-04-12 09:15:53.293,0
Malabe,29.8,75,354,2025-04-12 09:20:56.816,2025-04-12 09:20:56.816,2025-04-12 09:20:56.816,0
Malabe,30.2,74,360,2025-04-12 09:26:00.469,2025-04-12 09:26:00.470,2025-04-12 09:26:00.470,0
Malabe,29.8,76,352,2025-04-12 09:31:07.762,2025-04-12 09:31:07.766,2025-04-12 09:31:07.766,0
Malabe,30.2,72,381,2025-04-12 09:36:15.371,2025-04-12 09:36:15.374,2025-04-12 09:36:15.374,0
Malabe,29.8,72,370,2025-04-12 09:41:20.216,2025-04-12 09:41:20.217,2025-04-12 09:41:20.217,0
Malabe,29.8,74,351,2025-04-12 09:46:23.891,2025-04-12 09:46:23.892,2025-04-12 09:46:23.892,0
Malabe,29.8,76,377,2025-04-12 09:51:27.605,2025-04-12 09:51:27.606,2025-04-12 09:51:27.606,0
Malabe,29.8,75,384,2025-04-12 09:56:31.493,2025-04-12 09:56:31.494,2025-04-12 09:56:31.494,0
Malabe,29.8,76,379,2025-04-12 10:01:35.334,2025-04-12 10:01:35.335,2025-04-12 10:01:35.335,0
Malabe,29.8,77,358,2025-04-12 10:06:38.899,2025-04-12 10:06:38.899,2025-04-12 10:06:38.899,0
Malabe,29.8,77,386,2025-04-12 10:11:42.536,2025-04-12 10:11:42.536,2025-04-12 10:11:42.536,0
Malabe,29.8,79,371,2025-04-12 10:16:46.174,2025-04-12 10:16:46.174,2025-04-12 10:16:46.174,0
Malabe,29.8,78,370,2025-04-12 10:21:49.543,2025-04-12 10:21:49.544,2025-04-12 10:21:49.544,0
Malabe,29.8,78,400,2025-04-12 10:26:53.063,2025-04-12 10:26:53.063,2025-04-12 10:26:53.063,0
Malabe,29.8,75,406,2025-04-12 10:47:20.977,2025-04-12 10:47:20.981,2025-04-12 10:47:20.981,0
Malabe,29.8,76,384,2025-04-12 10:52:28.973,2025-04-12 10:52:28.977,2025-04-12 10:52:28.977,0
Malabe,29.8,79,397,2025-04-12 10:57:33.693,2025-04-12 10:57:33.693,2025-04-12 10:57:33.693,0
Malabe,29.8,81,400,2025-04-12 11:02:37.310,2025-04-12 11:02:37.310,2025-04-12 11:02:37.310,0
Malabe,29.8,79,390,2025-04-12 11:07:40.929,2025-04-12 11:07:40.930,2025-04-12 11:07:40.930,0
Malabe,29.8,78,400,2025-04-12 11:12:44.366,2025-04-12 11:12:44.367,2025-04-12 11:12:44.367,0
Malabe,29.8,77,400,2025-04-12 11:17:47.898,2025-04-12 11:17:47.898,2025-04-12 11:17:47.898,0
Malabe,29.8,80,395,2025-04-12 11:19:31.215,2025-04-12 11:19:31.215,2025-04-12 11:19:31.215,0
Malabe,29.8,80,406,2025-04-12 11:24:36.374,2025-04-12 11:24:36.374,2025-04-12 11:24:36.374,0
Malabe,29.8,80,400,2025-04-12 11:29:40.121,2025-04-12 11:29:40.121,2025-04-12 11:29:40.121,0
Malabe,29.8,79,358,2025-04-12 11:34:43.811,2025-04-12 11:34:43.812,2025-04-12 11:34:43.812,0
Malabe,29.8,80,337,2025-04-12 11:39:47.400,2025-04-12 11:39:47.401,2025-04-12 11:39:47.401,0
Malabe,29.5,80,417,2025-04-12 11:44:51.020,2025-04-12 11:44:51.021,2025-04-12 11:44:51.021,0
Malabe,29.4,80,365,2025-04-12 11:49:54.657,2025-04-12 11:49:54.657,2025-04-12 11:49:54.657,0
Malabe,29.4,80,400,2025-04-12 11:54:58.274,2025-04-12 11:54:58.274,2025-04-12 11:54:58.274,0
Malabe,29.3,80,403,2025-04-12 12:00:02.009,2025-04-12 12:00:02.009,2025-04-12 12:00:02.009,0
Malabe,29.3,79,411,2025-04-12 12:05:09.025,2025-04-12 12:05:09.028,2025-04-12 12:05:09.028,0
Malabe,29.3,79,385,2025-04-12 12:10:17.161,2025-04-12 12:10:17.165,2025-04-12 12:10:17.165,0
Malabe,29.3,80,401,2025-04-12 12:15:21.635,2025-04-12 12:15:21.635,2025-04-12 12:15:21.635,0
Malabe,29.3,80,407,2025-04-12 12:20:25.378,2025-04-12 12:20:25.379,2025-04-12 12:20:25.379,0
Malabe,29.3,80,382,2025-04-12 12:25:29.055,2025-04-12 12:25:29.055,2025-04-12 12:25:29.055,0
Malabe,29.3,81,378,2025-04-12 12:30:32.713,2025-04-12 12:30:32.714,2025-04-12 12:30:32.714,0
Malabe,29.3,83,349,2025-04-12 12:35:36.349,2025-04-12 12:35:36.353,2025-04-12 12:35:36.353,0
Malabe,29.0,83,368,2025-04-12 12:40:39.975,2025-04-12 12:40:39.976,2025-04-12 12:40:39.976,0
Malabe,29.0,83,404,2025-04-12 12:45:43.707,2025-04-12 12:45:43.707,2025-04-12 12:45:43.707,0
Malabe,28.9,84,402,2025-04-12 12:50:47.275,2025-04-12 12:50:47.276,2025-04-12 12:50:47.276,0
Malabe,28.9,84,417,2025-04-12 12:55:54.286,2025-04-12 12:55:54.290,2025-04-12 12:55:54.290,0
Malabe,28.9,84,412,2025-04-12 13:01:02.221,2025-04-12 13:01:02.238,2025-04-12 13:01:02.238,0
Malabe,28.9,85,400,2025-04-12 13:06:06.862,2025-04-12 13:06:06.862,2025-04-12 13:06:06.862,0
Malabe,28.9,85,391,2025-04-12 13:11:10.545,2025-04-12 13:11:10.545,2025-04-12 13:11:10.545,0
Malabe,28.9,85,399,2025-04-12 13:16:14.373,2025-04-12 13:16:14.374,2025-04-12 13:16:14.374,0
Malabe,28.9,86,390,2025-04-12 13:21:18.003,2025-04-12 13:21:18.003,2025-04-12 13:21:18.003,0
Malabe,28.9,87,365,2025-04-12 13:26:21.634,2025-04-12 13:26:21.635,2025-04-12 13:26:21.635,0
Malabe,28.9,87,367,2025-04-12 13:31:25.473,2025-04-12 13:31:25.473,2025-04-12 13:31:25.473,0
Malabe,28.9,88,398,2025-04-12 13:36:29.308,2025-04-12 13:36:29.309,2025-04-12 13:36:29.309,0
Malabe,28.5,89,400,2025-04-12 13:41:33.001,2025-04-12 13:41:33.001,2025-04-12 13:41:33.001,0
Malabe,28.5,90,363,2025-04-12 13:46:36.583,2025-04-12 13:46:36.583,2025-04-12 13:46:36.583,0
Malabe,28.5,92,391,2025-04-12 13:51:40.220,2025-04-12 13:51:40.221,2025-04-12 13:51:40.221,0
Malabe,28.1,92,371,2025-04-12 13:56:43.928,2025-04-12 13:56:43.928,2025-04-12 13:56:43.928,0
Malabe,28.5,92,356,2025-04-12 14:01:47.548,2025-04-12 14:01:47.549,2025-04-12 14:01:47.549,0
Malabe,28.0,92,362,2025-04-12 14:06:51.160,2025-04-12 14:06:51.160,2025-04-12 14:06:51.160,0
Malabe,28.0,93,371,2025-04-12 14:10:53.742,2025-04-12 14:10:53.742,2025-04-12 14:10:53.742,0
Malabe,28.0,94,362,2025-04-12 14:15:57.278,2025-04-12 14:15:57.278,2025-04-12 14:15:57.278,0
Malabe,28.0,93,366,2025-04-12 14:21:00.786,2025-04-12 14:21:00.786,2025-04-12 14:21:00.786,0
Malabe,28.1,92,410,2025-04-12 14:26:04.306,2025-04-12 14:26:04.306,2025-04-12 14:26:04.306,0
Malabe,28.0,92,390,2025-04-12 14:31:07.809,2025-04-12 14:31:07.810,2025-04-12 14:31:07.810,0
Malabe,28.0,92,358,2025-04-12 14:36:11.227,2025-04-12 14:36:11.227,2025-04-12 14:36:11.227,0
Malabe,28.0,92,386,2025-04-12 14:41:14.732,2025-04-12 14:41:14.732,2025-04-12 14:41:14.732,0
Malabe,28.0,92,366,2025-04-12 14:46:18.266,2025-04-12 14:46:18.267,2025-04-12 14:46:18.267,0
Malabe,28.0,93,400,2025-04-12 14:51:22.592,2025-04-12 14:51:22.592,2025-04-12 14:51:22.592,0
Malabe,27.6,96,406,2025-04-12 15:01:37.100,2025-04-12 15:01:37.104,2025-04-12 15:01:37.104,0
Malabe,27.6,95,371,2025-04-12 15:06:41.694,2025-04-12 15:06:41.694,2025-04-12 15:06:41.694,0
Malabe,27.6,96,359,2025-04-12 15:11:45.177,2025-04-12 15:11:45.178,2025-04-12 15:11:45.178,0
Malabe,28.0,94,371,2025-04-12 15:16:51.288,2025-04-12 15:16:51.291,2025-04-12 15:16:51.291,0
Malabe,28.0,94,361,2025-04-12 15:21:59.174,2025-04-12 15:21:59.178,2025-04-12 15:21:59.178,0
Malabe,28.0,95,377,2025-04-12 15:27:06.834,2025-04-12 15:27:06.842,2025-04-12 15:27:06.842,0
Malabe,28.0,92,368,2025-04-12 15:32:11.442,2025-04-12 15:32:11.442,2025-04-12 15:32:11.442,0
Malabe,28.0,90,393,2025-04-12 15:37:14.942,2025-04-12 15:37:14.942,2025-04-12 15:37:14.942,0
Malabe,28.0,92,366,2025-04-12 15:42:18.819,2025-04-12 15:42:18.820,2025-04-12 15:42:18.820,0
Malabe,27.6,93,400,2025-04-12 15:47:22.673,2025-04-12 15:47:22.674,2025-04-12 15:47:22.674,0
Malabe,27.1,94,410,2025-04-12 15:52:26.273,2025-04-12 15:52:26.273,2025-04-12 15:52:26.273,0
Malabe,27.1,96,405,2025-04-12 15:57:30.007,2025-04-12 15:57:30.008,2025-04-12 15:57:30.008,0
Malabe,27.1,96,381,2025-04-12 16:02:33.621,2025-04-12 16:02:33.621,2025-04-12 16:02:33.621,0
Malabe,27.1,96,393,2025-04-12 16:07:37.345,2025-04-12 16:07:37.345,2025-04-12 16:07:37.345,0
Malabe,26.7,96,409,2025-04-12 16:12:40.942,2025-04-12 16:12:40.942,2025-04-12 16:12:40.942,0
Malabe,26.7,96,396,2025-04-12 16:17:44.843,2025-04-12 16:17:44.843,2025-04-12 16:17:44.843,0
Malabe,26.7,97,369,2025-04-12 16:22:48.690,2025-04-12 16:22:48.690,2025-04-12 16:22:48.690,0
Malabe,27.1,97,380,2025-04-12 16:27:52.302,2025-04-12 16:27:52.302,2025-04-12 16:27:52.302,0
Malabe,27.1,96,366,2025-04-12 16:32:55.922,2025-04-12 16:32:55.922,2025-04-12 16:32:55.922,0
Malabe,26.7,98,361,2025-04-12 16:37:59.558,2025-04-12 16:37:59.558,2025-04-12 16:37:59.558,0
Malabe,27.1,96,368,2025-04-12 16:43:03.057,2025-04-12 16:43:03.058,2025-04-12 16:43:03.058,0
Malabe,26.7,96,377,2025-04-12 16:48:06.698,2025-04-12 16:48:06.698,2025-04-12 16:48:06.698,0
Malabe,26.7,97,367,2025-04-12 16:53:10.533,2025-04-12 16:53:10.534,2025-04-12 16:53:10.534,0
Malabe,26.7,97,387,2025-04-12 16:58:14.117,2025-04-12 16:58:14.117,2025-04-12 16:58:14.117,0
Malabe,26.7,97,400,2025-04-12 17:03:17.727,2025-04-12 17:03:17.727,2025-04-12 17:03:17.727,0
Malabe,28.0,96,406,2025-04-13 03:45:15.199,2025-04-13 03:45:15.202,2025-04-13 03:45:15.202,0
Malabe,28.0,95,387,2025-04-13 03:50:20.046,2025-04-13 03:50:20.059,2025-04-13 03:50:20.059,0
Malabe,28.0,95,400,2025-04-13 03:55:26.475,2025-04-13 03:55:26.478,2025-04-13 03:55:26.478,0
Malabe,28.0,95,402,2025-04-13 04:00:31.392,2025-04-13 04:00:31.392,2025-04-13 04:00:31.392,0
Malabe,28.0,95,373,2025-04-13 04:05:35.083,2025-04-13 04:05:35.083,2025-04-13 04:05:35.083,0
Malabe,28.0,95,365,2025-04-13 04:10:38.715,2025-04-13 04:10:38.715,2025-04-13 04:10:38.715,0
Malabe,28.0,94,373,2025-04-13 04:15:42.374,2025-04-13 04:15:42.378,2025-04-13 04:15:42.378,0
Malabe,28.0,94,391,2025-04-13 04:20:46.198,2025-04-13 04:20:46.198,2025-04-13 04:20:46.198,0
Malabe,28.0,94,399,2025-04-13 04:25:49.870,2025-04-13 04:25:49.870,2025-04-13 04:25:49.870,0
Malabe,28.5,94,362,2025-04-13 04:30:53.577,2025-04-13 04:30:53.577,2025-04-13 04:30:53.577,0
Malabe,28.5,94,366,2025-04-13 04:35:57.307,2025-04-13 04:35:57.307,2025-04-13 04:35:57.307,0
Malabe,28.5,94,414,2025-04-13 04:41:01.228,2025-04-13 04:41:01.229,2025-04-13 04:41:01.229,0
Malabe,28.5,94,398,2025-04-13 04:46:08.104,2025-04-13 04:46:08.108,2025-04-13 04:46:08.108,0
Malabe,28.5,94,371,2025-04-13 04:51:12.787,2025-04-13 04:51:12.787,2025-04-13 04:51:12.787,0
Malabe,28.5,93,358,2025-04-13 04:56:16.625,2025-04-13 04:56:16.626,2025-04-13 04:56:16.626,0
Malabe,28.9,92,401,2025-04-13 05:01:20.631,2025-04-13 05:01:20.631,2025-04-13 05:01:20.631,0
Malabe,28.7,92,403,2025-04-13 05:06:24.230,2025-04-13 05:06:24.230,2025-04-13 05:06:24.230,0
Malabe,28.5,92,361,2025-04-13 05:11:27.925,2025-04-13 05:11:27.925,2025-04-13 05:11:27.925,0
Malabe,28.9,92,383,2025-04-13 05:16:31.552,2025-04-13 05:16:31.552,2025-04-13 05:16:31.552,0
Malabe,28.9,92,400,2025-04-13 05:21:35.180,2025-04-13 05:21:35.180,2025-04-13 05:21:35.180,0
Malabe,28.9,91,389,2025-04-13 05:26:38.782,2025-04-13 05:26:38.782,2025-04-13 05:26:38.782,0
Malabe,28.9,91,390,2025-04-13 05:31:42.401,2025-04-13 05:31:42.401,2025-04-13 05:31:42.401,0
Malabe,28.9,90,400,2025-04-13 05:36:46.156,2025-04-13 05:36:46.156,2025-04-13 05:36:46.156,0
Malabe,28.9,89,362,2025-04-13 05:41:49.748,2025-04-13 05:41:49.749,2025-04-13 05:41:49.749,0
Malabe,28.9,90,394,2025-04-13 05:46:53.457,2025-04-13 05:46:53.457,2025-04-13 05:46:53.457,0
Malabe,28.9,89,354,2025-04-13 05:51:57.330,2025-04-13 05:51:57.330,2025-04-13 05:51:57.330,0
Malabe,28.9,90,396,2025-04-13 05:57:01.034,2025-04-13 05:57:01.034,2025-04-13 05:57:01.034,0
Malabe,29.3,90,385,2025-04-13 06:02:08.015,2025-04-13 06:02:08.019,2025-04-13 06:02:08.019,0
Malabe,29.3,87,357,2025-04-13 06:07:16.681,2025-04-13 06:07:16.685,2025-04-13 06:07:16.685,0
Malabe,29.3,86,402,2025-04-13 06:12:20.970,2025-04-13 06:12:20.970,2025-04-13 06:12:20.970,0
Malabe,29.3,87,401,2025-04-13 06:17:24.767,2025-04-13 06:17:24.768,2025-04-13 06:17:24.768,0
Malabe,29.3,84,358,2025-04-13 06:22:28.400,2025-04-13 06:22:28.400,2025-04-13 06:22:28.400,0
Malabe,29.3,81,389,2025-04-13 06:27:32.032,2025-04-13 06:27:32.033,2025-04-13 06:27:32.033,0
Malabe,29.3,82,399,2025-04-13 06:32:35.667,2025-04-13 06:32:35.667,2025-04-13 06:32:35.667,0
Malabe,29.8,84,366,2025-04-13 06:37:39.251,2025-04-13 06:37:39.251,2025-04-13 06:37:39.251,0
Malabe,29.3,83,352,2025-04-13 06:42:42.890,2025-04-13 06:42:42.890,2025-04-13 06:42:42.890,0
Malabe,29.8,81,397,2025-04-13 06:47:46.599,2025-04-13 06:47:46.600,2025-04-13 06:47:46.600,0
Malabe,29.3,84,386,2025-04-13 06:52:50.378,2025-04-13 06:52:50.379,2025-04-13 06:52:50.379,0
Malabe,29.3,85,393,2025-04-13 06:57:54.032,2025-04-13 06:57:54.032,2025-04-13 06:57:54.032,0
Malabe,29.3,85,356,2025-04-13 07:02:57.665,2025-04-13 07:02:57.665,2025-04-13 07:02:57.665,0
Malabe,29.8,87,399,2025-04-13 07:08:04.681,2025-04-13 07:08:04.684,2025-04-13 07:08:04.684,0
Malabe,29.8,81,367,2025-04-13 07:13:12.673,2025-04-13 07:13:12.677,2025-04-13 07:13:12.677,0
Malabe,29.8,81,359,2025-04-13 07:18:20.866,2025-04-13 07:18:20.870,2025-04-13 07:18:20.870,0
Malabe,29.3,85,395,2025-04-13 07:23:25.350,2025-04-13 07:23:25.351,2025-04-13 07:23:25.351,0
Malabe,29.8,88,355,2025-04-13 07:28:29.046,2025-04-13 07:28:29.046,2025-04-13 07:28:29.046,0
Malabe,29.8,88,350,2025-04-13 07:33:32.697,2025-04-13 07:33:32.697,2025-04-13 07:33:32.697,0
Malabe,29.8,88,359,2025-04-13 07:38:36.295,2025-04-13 07:38:36.295,2025-04-13 07:38:36.295,0
Malabe,29.8,88,400,2025-04-13 07:43:40.049,2025-04-13 07:43:40.049,2025-04-13 07:43:40.049,0
Malabe,29.8,87,403,2025-04-13 07:48:43.628,2025-04-13 07:48:43.628,2025-04-13 07:48:43.628,0
Malabe,29.8,87,366,2025-04-13 07:53:47.247,2025-04-13 07:53:47.248,2025-04-13 07:53:47.248,0
Malabe,29.3,88,400,2025-04-13 07:58:50.882,2025-04-13 07:58:50.882,2025-04-13 07:58:50.882,0
Malabe,29.8,87,400,2025-04-13 08:03:54.683,2025-04-13 08:03:54.683,2025-04-13 08:03:54.683,0
Malabe,29.8,88,397,2025-04-13 08:08:58.505,2025-04-13 08:08:58.506,2025-04-13 08:08:58.506,0
Malabe,29.8,86,367,2025-04-13 08:14:02.130,2025-04-13 08:14:02.130,2025-04-13 08:14:02.130,0
Malabe,29.8,84,370,2025-04-13 08:19:05.749,2025-04-13 08:19:05.749,2025-04-13 08:19:05.749,0
Malabe,29.8,87,404,2025-04-13 08:24:09.477,2025-04-13 08:24:09.477,2025-04-13 08:24:09.477,0
Malabe,29.8,87,402,2025-04-13 08:29:16.544,2025-04-13 08:29:16.551,2025-04-13 08:29:16.551,0
Malabe,29.8,85,373,2025-04-13 08:34:24.435,2025-04-13 08:34:24.445,2025-04-13 08:34:24.445,0
Malabe,30.2,83,353,2025-04-13 08:39:29.039,2025-04-13 08:39:29.040,2025-04-13 08:39:29.040,0
Malabe,30.6,82,394,2025-04-13 08:44:32.492,2025-04-13 08:44:32.493,2025-04-13 08:44:32.493,0
Malabe,30.8,80,397,2025-04-13 08:49:35.957,2025-04-13 08:49:35.957,2025-04-13 08:49:35.957,0
Malabe,30.8,79,355,2025-04-13 08:54:39.463,2025-04-13 08:54:39.464,2025-04-13 08:54:39.464,0
Malabe,30.8,75,350,2025-04-13 08:59:42.890,2025-04-13 08:59:42.890,2025-04-13 08:59:42.890,0
Malabe,30.8,78,383,2025-04-13 09:04:46.283,2025-04-13 09:04:46.283,2025-04-13 09:04:46.283,0
Malabe,30.8,78,400,2025-04-13 09:09:49.720,2025-04-13 09:09:49.720,2025-04-13 09:09:49.720,0
Malabe,30.8,76,386,2025-04-13 09:14:53.127,2025-04-13 09:14:53.127,2025-04-13 09:14:53.127,0
Malabe,30.8,77,387,2025-04-13 09:19:56.532,2025-04-13 09:19:56.533,2025-04-13 09:19:56.533,0
Malabe,30.8,76,369,2025-04-13 09:24:59.946,2025-04-13 09:24:59.946,2025-04-13 09:24:59.946,0
Malabe,30.2,78,394,2025-04-13 09:27:17.764,2025-04-13 09:27:17.765,2025-04-13 09:27:17.765,0
Malabe,30.2,79,410,2025-04-13 09:32:21.203,2025-04-13 09:32:21.203,2025-04-13 09:32:21.203,0
Malabe,30.2,79,349,2025-04-13 09:37:24.721,2025-04-13 09:37:24.721,2025-04-13 09:37:24.721,0
Malabe,30.2,79,385,2025-04-13 09:42:28.103,2025-04-13 09:42:28.103,2025-04-13 09:42:28.103,0
Malabe,30.2,80,400,2025-04-13 09:47:31.506,2025-04-13 09:47:31.506,2025-04-13 09:47:31.506,0
Malabe,30.2,81,352,2025-04-13 09:52:34.913,2025-04-13 09:52:34.913,2025-04-13 09:52:34.913,0
Malabe,30.2,82,384,2025-04-13 09:57:38.339,2025-04-13 09:57:38.339,2025-04-13 09:57:38.339,0
Malabe,30.2,82,390,2025-04-13 10:02:44.419,2025-04-13 10:02:44.419,2025-04-13 10:02:44.419,0
Malabe,30.2,83,368,2025-04-13 10:07:47.831,2025-04-13 10:07:47.832,2025-04-13 10:07:47.832,0
Malabe,30.2,83,394,2025-04-13 10:12:51.418,2025-04-13 10:12:51.419,2025-04-13 10:12:51.419,0
Malabe,30.2,84,359,2025-04-13 10:17:54.955,2025-04-13 10:17:54.956,2025-04-13 10:17:54.956,0
Malabe,30.2,84,367,2025-04-13 10:22:58.491,2025-04-13 10:22:58.491,2025-04-13 10:22:58.491,0
Malabe,30.0,85,375,2025-04-13 10:28:02.000,2025-04-13 10:28:02.000,2025-04-13 10:28:02.000,0
Malabe,29.8,87,372,2025-04-13 10:33:05.408,2025-04-13 10:33:05.409,2025-04-13 10:33:05.409,0
Malabe,29.9,87,417,2025-04-13 10:38:12.264,2025-04-13 10:38:12.268,2025-04-13 10:38:12.268,0
Malabe,29.8,85,384,2025-04-13 10:43:16.667,2025-04-13 10:43:16.667,2025-04-13 10:43:16.667,0
Malabe,30.2,84,367,2025-04-13 10:48:20.222,2025-04-13 10:48:20.222,2025-04-13 10:48:20.222,0
Malabe,30.2,84,361,2025-04-13 10:53:23.841,2025-04-13 10:53:23.841,2025-04-13 10:53:23.841,0
Malabe,30.2,83,394,2025-04-13 10:58:27.281,2025-04-13 10:58:27.282,2025-04-13 10:58:27.282,0
Malabe,29.8,85,407,2025-04-13 11:03:30.806,2025-04-13 11:03:30.807,2025-04-13 11:03:30.807,0
Malabe,29.9,84,400,2025-04-13 11:08:34.335,2025-04-13 11:08:34.335,2025-04-13 11:08:34.335,0
Malabe,29.8,85,352,2025-04-13 11:13:37.943,2025-04-13 11:13:37.944,2025-04-13 11:13:37.944,0
Malabe,29.8,85,362,2025-04-13 11:18:41.647,2025-04-13 11:18:41.648,2025-04-13 11:18:41.648,0
Malabe,29.8,84,369,2025-04-13 11:28:56.230,2025-04-13 11:28:56.234,2025-04-13 11:28:56.234,0
Malabe,29.8,85,393,2025-04-13 11:34:01.062,2025-04-13 11:34:01.063,2025-04-13 11:34:01.063,0
Malabe,29.8,86,391,2025-04-13 11:39:07.761,2025-04-13 11:39:07.765,2025-04-13 11:39:07.765,0
Malabe,29.8,86,410,2025-04-13 11:44:15.567,2025-04-13 11:44:15.571,2025-04-13 11:44:15.571,0
Malabe,29.8,87,371,2025-04-13 11:49:20.180,2025-04-13 11:49:20.180,2025-04-13 11:49:20.180,0
Malabe,29.8,87,391,2025-04-13 11:54:23.712,2025-04-13 11:54:23.713,2025-04-13 11:54:23.713,0
Malabe,29.8,88,393,2025-04-13 11:59:27.270,2025-04-13 11:59:27.270,2025-04-13 11:59:27.270,0
Malabe,29.8,88,382,2025-04-13 12:04:30.941,2025-04-13 12:04:30.950,2025-04-13 12:04:30.950,0
Malabe,29.8,90,378,2025-04-13 12:09:34.516,2025-04-13 12:09:34.516,2025-04-13 12:09:34.516,0
Malabe,29.8,90,370,2025-04-13 12:14:38.417,2025-04-13 12:14:38.418,2025-04-13 12:14:38.418,0
Malabe,29.8,91,411,2025-04-13 12:19:42.175,2025-04-13 12:19:42.176,2025-04-13 12:19:42.176,0
Malabe,29.8,90,389,2025-04-13 12:24:45.930,2025-04-13 12:24:45.931,2025-04-13 12:24:45.931,0
Malabe,29.8,91,394,2025-04-13 12:29:49.630,2025-04-13 12:29:49.630,2025-04-13 12:29:49.630,0
Malabe,29.8,90,389,2025-04-13 12:34:53.380,2025-04-13 12:34:53.380,2025-04-13 12:34:53.380,0
Malabe,29.8,91,368,2025-04-13 12:39:56.838,2025-04-13 12:39:56.838,2025-04-13 12:39:56.838,0
Malabe,29.8,91,404,2025-04-13 12:45:00.569,2025-04-13 12:45:00.569,2025-04-13 12:45:00.569,0
Malabe,29.8,92,370,2025-04-13 12:50:04.198,2025-04-13 12:50:04.198,2025-04-13 12:50:04.198,0
Malabe,29.4,91,365,2025-04-13 12:55:10.999,2025-04-13 12:55:11.003,2025-04-13 12:55:11.003,0
Malabe,29.3,91,368,2025-04-13 13:00:18.892,2025-04-13 13:00:18.896,2025-04-13 13:00:18.896,0
Malabe,29.3,92,400,2025-04-13 13:05:23.732,2025-04-13 13:05:23.741,2025-04-13 13:05:23.741,0
Malabe,29.3,92,354,2025-04-13 13:10:27.506,2025-04-13 13:10:27.507,2025-04-13 13:10:27.507,0
Malabe,29.1,92,384,2025-04-13 13:15:31.157,2025-04-13 13:15:31.157,2025-04-13 13:15:31.157,0
Malabe,28.9,93,384,2025-04-13 13:20:34.797,2025-04-13 13:20:34.798,2025-04-13 13:20:34.798,0
Malabe,28.9,93,386,2025-04-13 13:25:38.317,2025-04-13 13:25:38.317,2025-04-13 13:25:38.317,0
Malabe,28.9,95,406,2025-04-13 13:30:42.190,2025-04-13 13:30:42.190,2025-04-13 13:30:42.190,0
Malabe,28.5,95,407,2025-04-13 13:35:45.773,2025-04-13 13:35:45.773,2025-04-13 13:35:45.773,0
Malabe,28.5,95,407,2025-04-13 13:40:49.496,2025-04-13 13:40:49.496,2025-04-13 13:40:49.496,0
Malabe,28.5,95,385,2025-04-13 13:45:53.108,2025-04-13 13:45:53.108,2025-04-13 13:45:53.108,0
Malabe,28.5,96,372,2025-04-13 13:49:48.618,2025-04-13 13:49:48.618,2025-04-13 13:49:48.618,0
Malabe,28.5,98,365,2025-04-13 13:54:52.236,2025-04-13 13:54:52.236,2025-04-13 13:54:52.236,0
Malabe,28.5,96,370,2025-04-13 13:59:59.240,2025-04-13 13:59:59.252,2025-04-13 13:59:59.252,0
Malabe,28.5,95,384,2025-04-13 14:05:07.452,2025-04-13 14:05:07.461,2025-04-13 14:05:07.461,0
Malabe,28.5,95,366,2025-04-13 14:10:12.337,2025-04-13 14:10:12.338,2025-04-13 14:10:12.338,0
